fii_name,quote,dividend_yield,price_book_ratio,liquidity,appreciation_12months,vacancy,number_unit_holders,issued_units,net_asset_value_per_unit,net_asset_value,last_dividend_payment,corporate_name,cnpj,target_audience,invest_objective,market_sector,fund_type,fund_term,management_type,management_fee,date_process
PQDP11,"R$ 2.032,00","9,70%","0,59","R$ 202,00 K","16,55%",-,3.619,100.550,"R$ 3.455,80","R$ 347,52 Milhões","R$ 16,06",FUNDO DE INVESTIMENTO IMOBILIÁRIO - PARQUE DOM PEDRO SHOPPING CENTER,10.869.155/0001-12,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,23% a.a",2024-11-09
HSAF11,"R$ 79,79","13,10%","0,90","R$ 578,12 K","10,60%",-,10.442,2.526.349,"R$ 88,37","R$ 223,25 Milhões","R$ 0,80",HSI ATIVOS FINANCEIROS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.360.687/0001-50,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a",2024-11-09
OULG11,"R$ 31,72","3,22%","0,50","R$ 61,20 K","-11,94%",-,4.339,2.481.273,"R$ 64,05","R$ 158,93 Milhões","R$ 0,30",FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA,13.974.819/0001-00,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"1,00% a.a sobre patrimônio liquido",2024-11-09
OGIN11,"R$ 9,91","15,34%","1,01","R$ 88,39 K","28,20%",-,1,4.667.023,"R$ 9,83","R$ 45,86 Milhões","R$ 0,13",ÓRAMA FIC FI-Infra,46.420.627/0001-00,Geral,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,1%,2024-11-09
AZIN11,"R$ 96,74","16,90%","0,98","R$ 660,21 K","9,99%",-,1,2.451.552,"R$ 98,48","R$ 241,43 Milhões","R$ 1,25",AZ Quest Infra-Yield II FIP-IE,51.484.496/0001-57,Investidor Qualificado,Títulos e valores mobiliários,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"1,25%",2024-11-09
FLMA11,"R$ 135,48","8,95%","0,62","R$ 57,25 K","5,33%","17,13%",13.432,1.380.659,"R$ 217,40","R$ 300,15 Milhões","R$ 1,23",FUNDO DE INVESTIMENTO IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,04.141.645/0001-03,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,2% do resultado a ser distribuído aos cotistas,2024-11-09
IAGR11,"R$ 2,90","9,24%","0,32","R$ 11,93 K","-65,68%",-,4.077,2.797.929,"R$ 9,11","R$ 25,49 Milhões","R$ 0,01",SFI Investimentos do Agronegócio,44.286.898/0001-81,Geral,Títulos e valores mobiliários,Fiagros,Outro,Indeterminado,Ativa,"0,2%",2024-11-09
GRWA11,"R$ 8,66","18,01%","0,86","R$ 12,05 K","-13,23%",-,1,2.758.475,"R$ 10,03","R$ 27,67 Milhões","R$ 0,11",GREENWICH AGRO FIAGRO,47.240.671/0001-93,Geral,,Fiagros,Outro,Indeterminado,Ativa,,2024-11-09
IAAG11,"R$ 8,64","13,66%","0,89","R$ 124,96 K","0,82%",-,11.305,10.454.165,"R$ 9,72","R$ 101,57 Milhões","R$ 0,09",INTER AMERRA - FIAGRO,42.692.399/0001-69,Geral,Títulos e valores mobiliários,Fiagros,Outro,Indeterminado,Ativa,,2024-11-09
RBLG11,"R$ 62,24","17,35%","0,86","R$ 1,71 K","4,68%",-,256,640.188,"R$ 72,42","R$ 46,36 Milhões","R$ 0,75",RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.652.227/0001-04,Investidor Qualificado,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido (mínimo R$20.000,00 mensais)",2024-11-09
VGRI11,"R$ 8,24","14,20%","0,84","R$ 537,43 K","-7,62%","7,40%",3.021,35.021.725,"R$ 9,76","R$ 341,92 Milhões","R$ 0,15",VALORA RENDA IMOB FUNDO DE INVES IMOB -RESP LIMIT,53.656.482/0001-07,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,0.085%,2024-11-09
RBRD11,"R$ 35,58","12,25%","0,56","R$ 50,14 K","0,68%","16,00%",7.994,1.851.775,"R$ 63,51","R$ 117,61 Milhões","R$ 0,38",RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,09.006.914/0001-34,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Passiva,"0,17% a.a.",2024-11-09
FLCR11,"R$ 96,01","15,19%","1,02","R$ 456,21 K","14,80%",-,3.250,633.593,"R$ 94,46","R$ 59,85 Milhões","R$ 1,15",FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,33.884.145/0001-51,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a",2024-11-09
NSLU11,"R$ 165,00","11,35%","0,80","R$ 160,60 K","-4,82%",-,5.804,1.293.275,"R$ 205,79","R$ 266,14 Milhões","R$ 1,56",FUNDO DE INVESTIMENTO IMOBILIÁRIO - HOSPITAL NOSSA SENHORA DE LOURDES,08.014.513/0001-63,Geral,Renda,Hospitalar,Fundo de Tijolo,Indeterminado,Passiva,"2,50% sobre total da receita mensal (minimo R$18.000,00 mensais)",2024-11-09
CNES11,"R$ 1,31","7,07%","0,17","R$ 65,90 K","-26,40%","59,40%",112.152,34.134.814,"R$ 7,68","R$ 262,06 Milhões","R$ 0,01",FUNDO DE INVESTIMENTO IMOBILIÁRIO - CENESP,13.551.286/0001-45,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"0,30% a.a sobre patrimônio liquido (minimo R$30.000,00 mensais)",2024-11-09
ITIT11,"R$ 70,67","10,51%","0,91","R$ 106,12 K","2,52%",-,11.567,900.483,"R$ 78,02","R$ 70,25 Milhões","R$ 0,60",INTER TEVE INDICE DE TIJOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.293.425/0001-83,Geral,Renda,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Passiva,"0,30% a.a. sobre patrimônio líquido",2024-11-09
HREC11,"R$ 8,08","12,00%","0,91","R$ 275,37 K","7,59%",-,2.884,51.567.639,"R$ 8,89","R$ 458,48 Milhões","R$ 0,08",HEDGE RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.507.262/0001-21,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"0,70% a.a sobre patrimônio líquido",2024-11-09
CLIN11,"R$ 93,76","13,85%","0,96","R$ 1,44 M","7,30%",-,11.516,4.346.752,"R$ 97,77","R$ 425,00 Milhões","R$ 0,95",CLAVE ÍNDICES DE PREÇOS,49.005.348/0001-60,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
RINV11,"R$ 104,53","12,74%","1,00","R$ 628,22 K","9,04%",-,3.404,1.938.636,"R$ 104,12","R$ 201,85 Milhões","R$ 1,10",REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO,44.625.612/0001-45,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Indeterminado,Ativa,"1,00% a.a.",2024-11-09
IDFI11,"R$ 2,00","74,91%","0,46","R$ 17,86 K","-26,74%",-,559,2.057.914,"R$ 4,31","R$ 8,86 Milhões","R$ 0,03",FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS,32.774.914/0001-04,Investidor Qualificado,Renda,Híbrido,Fundo misto,Determinado,Ativa,"0,3% a.a.",2024-11-09
CXCI11,"R$ 73,37","13,75%","0,82","R$ 91,60 K","-3,37%",-,5.337,2.057.715,"R$ 89,17","R$ 183,48 Milhões","R$ 0,75",FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA,42.066.916/0001-94,Geral,Títulos e valores mobiliários,Fundo de Fundos,Fundo de fundos,Indeterminado,Ativa,,2024-11-09
RELG11,"R$ 58,18","1,30%","0,46","R$ 111,20 K","15,97%","10,10%",4.679,1.334.551,"R$ 126,90","R$ 169,35 Milhões","R$ 0,10",FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA,37.112.770/0001-36,Geral,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,175% a.a",2024-11-09
RNGO11,"R$ 48,23","9,54%","0,58","R$ 154,40 K","19,92%",-,8.947,2.675.989,"R$ 82,85","R$ 221,70 Milhões","R$ 0,38",FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO,15.006.286/0001-90,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,22% a.a sobre patrimônio liquido",2024-11-09
HGBL11,"R$ 10,28","12,45%","1,05","R$ 1,48 M","13,34%",-,2.075,12.233.461,"R$ 9,80","R$ 119,85 Milhões","R$ 0,15",HEDGE BRASIL LOGÍSTICO IND FUND INV IMOB RESP LIM,53.466.467/0001-98,Investidor Qualificado,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
SNFZ11,"R$ 10,04","1,10%","1,00","R$ 27,95 K","1,52%",-,3.031,6.199.989,"R$ 10,05","R$ 62,28 Milhões","R$ 0,06",SUNO FAZENDAS FIAGRO – IMOBILIÁRIO,53.313.475/0001-02,Geral,Híbridos,Fiagros,Outro,Indeterminado,Ativa,,2024-11-09
BLCA11,"R$ 97,93","18,54%","0,82","R$ 84,81 K","-4,89%",-,494,1.599.989,"R$ 119,26","R$ 190,81 Milhões","R$ 0,50",BLUEMACAW CATUAÍ TRIPLE A FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.076.748/0001-55,Geral,Híbridos,Lajes Corporativas,Fundo misto,Indeterminado,Ativa,"1,15% a.a. sobre patrimônio líquido (mínimo R$15.000,00 mensais)",2024-11-09
LASC11,"R$ 110,00","6,90%","0,87","R$ 17,21 K","15,46%","4,00%",407,2.940.287,"R$ 125,87","R$ 370,10 Milhões","R$ 0,63",LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.248.158/0001-46,Geral,Desenvolvimento para renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,"1,10% a.a sobre patrimônio líquido (minimo R$105.000,00 mensais)",2024-11-09
GCRI11,"R$ 68,16","15,95%","0,76","R$ 195,57 K","-11,11%",-,4.535,1.453.848,"R$ 89,64","R$ 130,33 Milhões","R$ 0,87",GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,38.293.897/0001-61,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido (mínimo R$20.000,00 mensais)",2024-11-09
CXCE11B,"R$ 44,01","8,56%","0,68","R$ 43,26 K","27,12%",-,3.422,1.712.939,"R$ 64,44","R$ 110,39 Milhões","R$ 0,43",FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,10.991.914/0001-15,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"5,0% a.m sobre total de receitas do fundo (minimo R$45.000,00 mensais)",2024-11-09
GTLG11,"R$ 63,99","0,00%","1,06","R$ 20,32 K","1.887,27%","1,80%",336,7.172.989,"R$ 60,62","R$ 434,81 Milhões","R$ 0,84",GTIS BRAZIL LOGISTICS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.200.677/0001-10,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido",2024-11-09
CXCE11,"R$ 40,00","12,60%","0,62","R$ 16,84 K","-1,28%",-,3.289,1.712.939,"R$ 64,50","R$ 110,49 Milhões","R$ 0,43",FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,10.991.914/0001-15,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"5,0% a.m sobre total de receitas do fundo (minimo R$45.000,00 mensais)",2024-11-09
BMLC11,"R$ 99,30","9,53%","1,00","R$ 17,00 K","23,32%","2,00%",1.379,998.394,"R$ 99,24","R$ 99,08 Milhões","R$ 0,72",FUNDO DE INVESTIMENTO IMOBILIÁRIO BM BRASCAN LAJES CORPORATIVAS,14.376.247/0001-11,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,20% a.a",2024-11-09
IRIM11,"R$ 68,55","14,31%","0,79","R$ 70,13 K","-5,54%",-,2.566,1.919.989,"R$ 86,70","R$ 166,46 Milhões","R$ 0,82",IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.076.564/0001-95,Geral,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,"1,03% a.a. sobre patrimônio líquido",2024-11-09
CEOC11,"R$ 40,67","13,94%","0,28","R$ 50,24 K","2,73%",-,4.547,1.815.685,"R$ 144,33","R$ 262,06 Milhões","R$ 0,47",FUNDO DE INVESTIMENTO IMOBILIÁRIO - CYRELA COMMERCIAL PROPERTIES,15.799.397/0001-09,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,20% a.a",2024-11-09
INRD11,"R$ 70,31","9,54%","0,60","R$ 165,56 K","-8,59%","13,30%",8.122,1.130.695,"R$ 117,48","R$ 132,83 Milhões","R$ 0,60",Inter Residence,34.835.191/0001-23,Geral,Renda,Residencial,Fundo de desenvolvimento,Indeterminado,Ativa,"0,76% a.a",2024-11-09
BRIM11,"R$ 959,50","35,72%","1,27","R$ 53,46 K","74,79%",-,325,124.126,"R$ 754,06","R$ 93,61 Milhões","R$ 48,33",BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO,23.964.843/0001-03,Geral,Híbridos,Outros,Fundo de desenvolvimento,Determinado,Ativa,"1,5% a.a",2024-11-09
DVFF11,"R$ 6,98","13,27%","0,81","R$ 13,87 K","-3,99%",-,1,11.009.489,"R$ 8,57","R$ 94,35 Milhões","R$ 0,07",FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVANT FOF IMOBILIÁRIOS,39.863.059/0001-49,Geral,Títulos e valores mobiliários,Híbrido,Fundo de fundos,Indeterminado,Ativa,"0,15% a.a. sobre o patrimônio líquido (mínimo R$15.000,00 mensais)",2024-11-09
RBOP11,"R$ 350,80","16,19%","0,46","R$ 35,82 K","55,84%","76,89%",3.592,101.653,"R$ 763,88","R$ 77,66 Milhões","R$ 3,50",RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FII,13.500.306/0001-59,Geral,Renda,Outros,Outro,Indeterminado,Ativa,"1,1%",2024-11-09
FIIP11B,"R$ 161,37","10,68%","0,80","R$ 82,23 K","2,63%",-,6.985,927.151,"R$ 200,93","R$ 186,29 Milhões","R$ 1,40",RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,08.696.175/0001-97,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Passiva,"R$17.426,00 mensais",2024-11-09
BTHI11,"R$ 39,00","10,17%","0,62","R$ 38,21 K","-4,55%",-,1.105,9.218.501,"R$ 63,07","R$ 581,38 Milhões","R$ 0,41",BTG PACTUAL HOTÉIS FII,18.308.516/0001-63,Geral,Híbridos,Hotéis,Fundo de Tijolo,Indeterminado,Ativa,0.95%,2024-11-09
LUGG11,"R$ 72,82","7,57%","0,62","R$ 33,92 K","-7,96%","13,30%",8.158,1.130.695,"R$ 117,45","R$ 132,81 Milhões","R$ 0,60",LUGGO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,34.835.191/0001-23,Geral,Renda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"0,76% a.a",2024-11-09
ERCR11,"R$ 16.155,16","0,00%","0,57","R$ 1,51 M","-0,20%",-,10,2.365,"R$ 28.205,36","R$ 67,02 Milhões","R$ 1.205,12",ESTOQUE RESIDENCIAL E COMERCIAL RJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,37.266.902/0001-84,Investidor Qualificado,Desenvolvimento para renda,Híbrido,Fundo de Tijolo,Indeterminado,Passiva,"0,10% a.a. sobre patrimônio líquido",2024-11-09
SCPF11,"R$ 1,99","3,77%","0,17","R$ 3,60 K","-59,05%",-,4.780,4.199.989,"R$ 11,85","R$ 49,78 Milhões","R$ 0,05",FUNDO DE INVESTIMENTO IMOBILIÁRIO SCP,01.657.856/0001-05,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,"4,0% a.a",2024-11-09
NEWU11,"R$ 78,20","2,11%","1,09","R$ 13,16 K","5,82%","41,67%",1.245,741.989,"R$ 71,78","R$ 53,26 Milhões","R$ 0,07",NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14.793.782/0001-78,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"0,48% a.a.",2024-11-09
SNME11,"R$ 9,24","12,83%","0,96","R$ 35,08 K","-6,38%",-,3.458,7.418.232,"R$ 9,63","R$ 71,47 Milhões","R$ 0,10",SUNO MULTIESTRATÉGIA,52.227.760/0001-30,Geral,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
GZIT11,"R$ 45,76","15,34%","0,48","R$ 1,16 M","-28,48%","2,80%",5.619,21.841.220,"R$ 94,97","R$ 2,07 Bilhões","R$ 0,78",GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.447.108/0001-02,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
NUIF11,"R$ 99,51","14,27%","0,94","R$ 193,74 K","-5,54%",-,1.699,1.111.782,"R$ 106,41","R$ 118,31 Milhões","R$ 1,00",NU FI-INFRA,40.963.403/0001-50,Geral,Híbridos,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,,2024-11-09
PFIN11,"R$ 72,33","5,94%","0,78","R$ 710,81 K","11,59%",-,5.277,17.110.273,"R$ 92,79","R$ 1,59 Bilhão","R$ 1,00",PERFIN APOLLO ENERGIA FIP EM INFRAESTRUTURA,34.218.291/0001-00,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,Indeterminado,Ativa,"0,6%",2024-11-09
XPID11,"R$ 59,65","13,66%","0,61","R$ 350,46 K","-21,08%",-,1,3.165.453,"R$ 97,82","R$ 309,65 Milhões","R$ 0,70",XP INFRA DEBÊNTURES,37.404.867/0001-12,Investidor Qualificado,,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"0,95%",2024-11-09
TRXB11,"R$ 134,03","10,27%","1,12","R$ 3,40 K","11,97%",-,322,3.413.838,"R$ 119,29","R$ 407,23 Milhões","R$ 1,00",TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.368.925/0001-37,Geral,Títulos e valores mobiliários,Híbrido,Fundo de desenvolvimento,Determinado,Passiva,"1,0% a.a sobre patrimônio líquido",2024-11-09
JFLL11,"R$ 72,90","10,10%","0,70","R$ 1,20 M","10,69%",-,3.296,1.500.587,"R$ 103,94","R$ 155,98 Milhões","R$ 0,60",JFL LIVING FI IMOBILIÁRIO CLASSE UNICA,36.501.181/0001-87,Geral,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,"1,15% a.a sobre patrimônio liquido do fundo (minimo R$30.000,00 mensais)",2024-11-09
HLOG11,"R$ 83,20","6,88%","0,72","R$ 104,78 K","-0,12%","20,00%",3.786,4.249.989,"R$ 115,55","R$ 491,08 Milhões","R$ 0,40",HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.486.542/0001-72,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"0,7% a.a sobre patrimônio líquido",2024-11-09
HBCR11,"R$ 136,00","9,63%","1,05","R$ 13,98 M","27,44%",-,32,1.599.989,"R$ 129,93","R$ 207,88 Milhões","R$ 0,80",HBC RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.501.159/0001-37,Geral,Desenvolvimento para renda,Lajes Corporativas,Fundo misto,Indeterminado,Ativa,"0,18% a.a. sobre patrimônio líquido",2024-11-09
BRIP11,"R$ 947,99","31,81%","0,97","R$ 19,36 K","38,35%",-,300,215.464,"R$ 977,85","R$ 210,70 Milhões","R$ 32,15",BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.895.752/0001-80,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,"2,0% a.a sobre patrimônio líquido (mínimo de R$60.000,00 mensais)",2024-11-09
HSRE11,"R$ 97,93","9,22%","1,04","R$ 1,63 M","2,78%","5,00%",313,8.898.713,"R$ 94,54","R$ 841,26 Milhões","R$ 0,96",HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,08.098.114/0001-28,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,"0,90% a.a. sobre patrimônio líquido",2024-11-09
FLRP11,"R$ 1.955,00","8,34%","0,85","R$ 20,83 K","10,70%","3,10%",810,71.989,"R$ 2.288,31","R$ 164,76 Milhões","R$ 13,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO - FLORIPA SHOPPING,10.375.382/0001-91,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"9,0% a.m",2024-11-09
RRCI11,"R$ 70,54","14,73%","0,77","R$ 44,02 K","-1,02%",-,2.055,481.746,"R$ 91,58","R$ 44,12 Milhões","R$ 0,85",RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.689.733/0001-60,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,0% a.a sobre o patrimônio líquido (mínimo R$ 15.000,00 mensais)",2024-11-09
XPIE11,"R$ 67,28","11,79%","0,80","R$ 1,86 M","-2,29%",-,13.022,13.754.635,"R$ 83,41","R$ 1,15 Bilhão","R$ 1,00",XP INFRA II FDO DE INV PART IE,30.317.464/0001-97,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,,Ativa,"1,3%",2024-11-09
ITIP11,"R$ 70,41","11,82%","0,97","R$ 67,71 K","0,57%",-,10.458,748.140,"R$ 72,77","R$ 54,44 Milhões","R$ 0,64",INTER TEVA INDICE DE PAPEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.312.772/0001-06,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Passiva,"0,30% a.a. sobre patrimônio líquido",2024-11-09
ICRI11,"R$ 94,00","9,16%","0,94","R$ 924,69 K","3,13%",-,6.531,3.857.348,"R$ 100,23","R$ 386,61 Milhões","R$ 1,45",ITAÚ CRÉDITO IMOBILIÁRIO IPCA,51.294.441/0001-84,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
SHPH11,"R$ 866,00","6,63%","0,94","R$ 143,80 K","16,64%","2,40%",2.268,608.939,"R$ 923,44","R$ 562,33 Milhões","R$ 4,50",FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS,03.507.519/0001-59,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,20% a.a sobre valor de mercado",2024-11-09
FZDA11,"R$ 116,00","0,00%","0,64","R$ 10,79 K","-2,06%",-,370,1.549.989,"R$ 180,45","R$ 279,70 Milhões","R$ 2,26",051 AGRO,44.625.694/0001-28,Geral,Híbridos,Fiagros,Outro,Indeterminado,Ativa,,2024-11-09
LPLP11,"R$ 425,43","19,12%","1,17","R$ 988,24 K","33,99%",-,8,498.499,"R$ 364,35","R$ 181,63 Milhões","R$ 6,26",LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,37.262.752/0001-30,Investidor Qualificado,Desenvolvimento para venda,Outros,Outro,Indeterminado,Ativa,"0,10% a.a. sobre patrimônio líquido",2024-11-09
CCME11,"R$ 9,27","11,97%","0,88","R$ 837,27 K","-4,83%","4,20%",4.531,67.797.042,"R$ 10,56","R$ 715,89 Milhões","R$ 0,08",CANUMA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.010.844/0001-26,Geral,Híbridos,Outros,Fundo misto,Indeterminado,Ativa,"Taxa de gestão 1,20% a.a + Taxa de Administração 0,15% a.a",2024-11-09
TCPF11,"R$ 39,53","10,50%","0,36",R$ -,-,-,47,297.316,"R$ 109,06","R$ 32,43 Milhões","R$ 1,31",TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.990.011/0001-50,Geral,Renda,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,"2,00% a.a.",2024-11-09
IFRI11,"R$ 94,60","5,95%","0,94","R$ 1,57 M","-1,22%",-,10.550,9.999.980,"R$ 100,40","R$ 1,00 Bilhão","R$ 1,03",ITAÚ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA CDI RENDA FIXA CRÉDITO PRIVADO,53.556.099/0001-79,Geral,Híbridos,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"de  0,85% a 0,90% ao ano sobre o PL",2024-11-09
RNDP11,"R$ 41,99","21,93%","0,66","R$ 14,05 K","8,84%",-,1.246,107.470,"R$ 63,58","R$ 6,83 Milhões","R$ 0,69",BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.394.563/0001-89,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"0,55% a.a",2024-11-09
XPHT12,"R$ 45,00","0,00%","0,81","R$ 41,92 K",-,"32,00%",1.437,10.901.206,"R$ 55,72","R$ 607,45 Milhões","R$ 0,56",XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,18.308.516/0001-63,Investidor Qualificado,Renda,Hotéis,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
BRZP11,"R$ 99,80","0,00%","0,65","R$ 686,12 K","19,85%",-,92,5.121.541,"R$ 152,91","R$ 783,14 Milhões","R$  0,00","BRZ INFRA PORTOS FDO, INV. EM PART. INFRAESTRUTURA",34.964.179/0001-19,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,Determinado,Ativa,2%,2024-11-09
HOSI11,"R$ 86,52","10,56%","0,94","R$ 82,90 K","31,23%",-,1.352,573.439,"R$ 91,81","R$ 52,65 Milhões","R$ 0,65",FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,34.081.631/0001-02,Geral,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,30% a.a",2024-11-09
PQAG11,"R$ 57,88","9,49%","1,01","R$ 503,38 K","12,96%",-,482,13.991.879,"R$ 57,48","R$ 804,26 Milhões","R$ 0,46",PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,12.978.943/0001-72,Geral,Desenvolvimento para renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"0,2% a.a",2024-11-09
